Age;Depth (cm);Sedimentation rate;Sedimentation rate x 1000;Concentration (grains/cm3) / 1000;picea;betula;pinus;populus;alnus.crispa;alnus.rugosa;juniperus;salix;larix;cyperaceae;ericaceae;myrica;lycopodium;artemisia;poaceae;pediastrum;nuphar;potamogeton;tetrade;saxifragaceae;epilobium.palustris;coptis.trifolia;ambrosia;thalictrum;sparganium;rosaceae;equisetum;chenopodiaceae;scutellaria.galericulata;aster;dryas;brassicaceae;caryophyllaceae;sparganiaceae;sheperdia.canadensis;rubus;cruciferae;ranunculaceae;papaveraceae
6343;327;0.040816327;40.816327;71.38888889;34.63035019;22.76264591;2.626459144;0.583657588;35.60311284;0.875486381;0;0;0;0.875486381;1.167315175;0.291828794;0;0;0;0;0;0;0;0;0;0;0.304568528;0;0;0;0;0;0;0;0;0;0;0;0;0.310880829;0;0;0
6441;331;0.035714286;35.714286;64.85436893;77.54491018;9.281437126;1.19760479;0;9.580838323;0;0;0.299401198;0;1.19760479;0;0;0.299401198;0.299401198;0;0;0;0.299401198;0;0;0;0;0.310880829;0;0;0;0;0;0;0.299401198;0;0;0;0;0;0;0;0;0
6553;335;0.03539823;35.39823;66.39175258;66.45962733;13.66459627;1.552795031;0.931677019;14.59627329;0.931677019;0.310559006;0;0;0.310559006;0;0;0;0;0;0;0;0.310559006;0;0.310559006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6666;339;0.032520325;32.520325;75.97069597;70.49180328;12.43972999;1.446480231;0.289296046;9.546769527;0;0.578592093;0.289296046;0;1.157184185;1.157184185;0.289296046;0.578592093;0;0;0;0.867888139;0;0;0.289296046;0;0;0.31282586;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6789;343;0.03539823;35.39823;116.8965517;69.32153392;13.27433628;1.474926254;0;13.86430678;0.294985251;0;0.294985251;0;0;0.589970501;0;0;0.294985251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6902;347;0.036363636;36.363636;94.70588235;63.66459627;15.2173913;1.552795031;0.310559006;17.70186335;0.310559006;0;0;0;0.310559006;0.310559006;0;0;0.310559006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.276497696;0;0;0;0;0;0;0;0;0
7012;351;0.038834951;38.834951;65.45454545;61.41975309;17.28395062;1.543209877;0;16.66666667;0.308641975;0;0.925925926;0;0.925925926;0.617283951;0;0;0;0.308641975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7115;355;0.04;40;68.40277778;61.31979695;14.92385787;1.218274112;0.609137056;20.40609137;0.304568528;0;0;0;0.609137056;0;0;0;0;0.304568528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.250626566;0;0;0;0.250626566
7215;359;0.040816327;40.816327;53.61111111;66.32124352;13.98963731;1.03626943;0.621761658;13.05699482;0.621761658;0;0.310880829;0;0.932642487;0.932642487;0;0;0.621761658;0.310880829;0;0.310880829;0;0.310880829;0;0;0;0;0;0;0;0.337078652;0;0;0;0;0;0;0;0;0;0;0;0
7313;363;0.038461538;38.461538;59.64285714;67.36526946;13.47305389;0.898203593;0;15.56886228;0.898203593;0;0;0;0.598802395;0.898203593;0;0;0;0;0;0;0;0;0;0.288184438;0;0;0;0;0.296735905;0;0;0;0;0;0;0;0;0;0;0;0;0
7417;367;0.035087719;35.087719;56.08187135;70.28154327;12.51303441;1.876955162;0;11.57455683;0;0;0.31282586;0;0.938477581;0;0.625651721;0.31282586;0.625651721;0.31282586;0;0.31282586;0;0;0;0;0;0;0;0;0;0;0.273722628;0;0;0;0;0;0;0;0;0;0;0
7531;371;0.038461538;38.461538;52.94117647;61.66666667;15.83333333;0.833333333;1.111111111;14.44444444;0.833333333;0;0.555555556;0;1.666666667;0.555555556;1.111111111;0;0.833333333;0;0;0.277777778;0.277777778;0;0;0;0;0;0;0;0.299401198;0;0;0;0;0;0;0;0;0;0;0;0;0
7635;375;0.037037037;37.037037;37.31182796;70.60518732;18.1556196;0.864553314;0.576368876;0.864553314;0;0;0;0;1.152737752;1.729106628;3.170028818;1.729106628;0.288184438;0.288184438;0;0;0.288184438;0;0;0;0;0;0;0;0;0;0.61791967;0;0;0;0;0;0;0;0;0;0;0
7743;379;0.046511628;46.511628;27.60814249;69.30875576;18.24884793;1.382488479;0.552995392;1.105990783;0.276497696;0.276497696;0.829493088;0;2.764976959;1.658986175;2.488479263;0.552995392;0;0;0;0;0;0;0.276497696;0;0;0;0;0;0;0;0.279329609;0;0;0;0;0;0;0;0;0;0;0
7829;383;0.040816327;40.816327;22.83911672;79.28176796;8.839779006;1.38121547;0.276243094;1.657458564;0.552486188;0.276243094;0.552486188;0;1.657458564;0.552486188;3.038674033;1.104972376;0;0;0;0;0.552486188;0;0.276243094;0;0;0;0;0;0.282220132;0;0.282220132;0;0;0;0;0;0;0;0;0;0;0
7927;387;0.039215686;39.215686;21.98347107;46.86716792;35.839599;0.751879699;0.250626566;1.503759398;1.503759398;0.250626566;1.253132832;0;1.754385965;3.50877193;4.260651629;0.501253133;0.250626566;0.501253133;0;0;0;0;0.501253133;0;0;0.282220132;0;0;0.271985494;0;0.271985494;0;0;0;0;0;0;0;0;0;0;0
8029;391;0.03539823;35.39823;24.43701226;62.5;24.36131387;1.642335766;1.368613139;0.547445255;0.273722628;0;0.273722628;0;2.46350365;2.189781022;3.558394161;0.273722628;0.273722628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8142;395;0.032520325;32.520325;22.19269103;62.2754491;27.84431138;0.898203593;0.598802395;0.898203593;0.299401198;1.19760479;0.299401198;0;2.095808383;1.19760479;1.796407186;0.299401198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8265;399;0.032786885;32.786885;30.10852713;46.85890834;41.40061792;0.61791967;1.235839341;0.61791967;0.308959835;1.235839341;0;0;2.471678682;1.544799176;1.853759011;0;0.61791967;0.308959835;0;0;0.308959835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8387;403;0.034188034;34.188034;28.87096774;31.56424581;49.72067039;1.955307263;0.558659218;0.279329609;0.558659218;0.837988827;1.675977654;0;3.910614525;3.631284916;3.910614525;0.279329609;0.279329609;0;0;0;0.279329609;0.279329609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8504;407;0.033898305;33.898305;25.76969697;48.3537159;40.63969897;0.564440263;0.564440263;0.282220132;0.564440263;0;0.282220132;0;1.128880527;2.539981185;2.539981185;0.846660395;0;0;0;0;0.846660395;0;0;0;0;0;0;0;0;0;0.284090909;0;0;0;0;0;0;0;0;0;0;0
8622;411;0.031746032;31.746032;23.34391534;52.94650952;31.27833182;0.271985494;1.631912965;1.087941976;1.087941976;1.087941976;1.087941976;0.271985494;1.903898459;1.359927471;1.903898459;0.815956482;1.631912965;0.271985494;0;0;0.543970988;0;0.271985494;0;0;0.284090909;0;0;0.855513308;0;0;0;0.285171103;0;0;0;0;0;0;0;0;0
8748;415;0.03539823;35.39823;32.69984917;45.20295203;37.08487085;0.553505535;2.767527675;1.660516605;0.830258303;0.830258303;2.21402214;0;2.490774908;1.10701107;3.597785978;0.276752768;0.276752768;0;0;0;1.10701107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8861;419;0.033057851;33.057851;17.33695652;63.00940439;24.13793103;0.626959248;0.626959248;0;0.313479624;0.313479624;1.253918495;0;3.761755486;0;2.821316614;1.880877743;0.313479624;0;0;0;0.626959248;0;0.313479624;0;0;0.297324083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8982;423;0.034188034;34.188034;17.02614379;54.51055662;30.51823417;0;3.742802303;1.151631478;0.287907869;0;0.575815739;0;3.166986564;0;4.606525912;0;0.287907869;0;0;0;0.575815739;0.287907869;0.287907869;0;0;0;0;0;0;0.345224396;0;0;0;0;0;0;0;0;0;0;0;0
9099;427;0.034188034;34.188034;22.93159609;59.65909091;23.29545455;0;2.272727273;0.852272727;0.284090909;0.284090909;0;0;2.556818182;2.272727273;4.545454545;0.852272727;1.988636364;0;0;0;0.284090909;0.284090909;0;0;0;0.345224396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9216;431;0.033333333;33.333333;20.3875969;60.07604563;23.09885932;0.570342205;2.851711027;0.570342205;0;0;0;0.285171103;3.136882129;1.425855513;1.425855513;3.136882129;1.140684411;0.570342205;0;0;0;0;0.570342205;0;0;0.297324083;0;0;0;0;0.306435138;0;0;0;0;0;0;0;0;0;0;0
9336;435;0.032520325;32.520325;21.55982906;42.61645193;39.84142716;0;4.757185332;0.297324083;0;0;0;0;3.270564916;2.081268583;1.189296333;4.162537166;1.189296333;0;0;0;0.297324083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9459;439;0.034782609;34.782609;21.55982906;42.61645193;39.84142716;0;4.757185332;0.297324083;0;0;0;0;3.270564916;2.081268583;1.189296333;4.162537166;1.189296333;0;0;0;0.297324083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9574;443;0.037735849;37.735849;9.640571147;17.26251277;53.62614913;1.225740552;7.967313585;0.919305414;0;0;0.612870276;0;7.354443309;1.225740552;0;7.967313585;1.225740552;0;0;0;0;0;0;0.306435138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9680;447;0.040816327;40.816327;16.19520265;64.75995914;19.61184883;0.919305414;3.064351379;0;0.306435138;0;0;0;2.757916241;0.612870276;6.435137896;1.225740552;0;0;0;0;0.306435138;0;0;0;0;0.559701493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9778;451;0.050632911;50.632911;6.10304583;21.64179104;47.29477612;2.518656716;1.958955224;0.279850746;0;0.279850746;0;0;8.955223881;8.115671642;0;5.597014925;1.958955224;0.279850746;0;0;0;0;0.279850746;0;0.279850746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9857;455;0.046160089;46.160089;10.76190476;17.10914454;58.99705015;1.769911504;1.179941003;0.294985251;0;0.589970501;0;0;6.784660767;7.374631268;0;2.064896755;1.179941003;0.884955752;0;0;0;0;1.474926254;0;0;0;0.294985251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
