age;depth;Sedimentation rate;PAR;Picea;Betula;Pinus;Populus;Alnus.crispa;Alnus.rugosa;Juniperus;Salix;Larix;Cyperaceae;Pediastrum;Ericaceae;Myrica;Lycopodium;Nuphar;Potamogeton;Artemisia;Poaceae;;;;;;;;;;;;;;;;;;;;
5871;459;0.052046488;4813.549397;3175.950118;729.4760427;253.083525;14.88726618;416.843453;104.2108632;14.88726618;0;14.88726618;14.88726618;0;59.54906471;0;0;0;0;14.88726618;0;;;;;;;;;;;;;;;;;;;;
5922;461;0.051989301;2676.86015;1705.159916;409.559603;136.5198677;8.03058045;281.0703158;48.1834827;8.03058045;0;0;32.1223218;0;40.15290225;0;0;8.03058045;0;8.03058045;0;;;;;;;;;;;;;;;;;;;;
5975;463;0.051924353;3329.09809;2376.989169;482.6207291;75.51208686;0;285.6326764;49.24701317;0;29.5482079;0;19.69880527;0;9.849402634;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
6024;465;0.051851852;3208.088602;2163.673755;510.3004139;207.5221683;0;234.7381904;20.41201655;10.20600828;10.20600828;0;20.41201655;0;10.20600828;10.20600828;10.20600828;0;10.20600828;0;0;;;;;;;;;;;;;;;;;;;;
6073;467;0.051772007;4544.782737;2906.690314;849.8374224;110.8483594;0;566.5582816;24.63296877;0;12.31648438;0;36.94945315;0;12.31648438;0;24.63296877;0;24.63296877;0;0;;;;;;;;;;;;;;;;;;;;
6122;469;0.051701783;2455.076086;1759.978281;301.9111679;84.25427942;0;231.6992684;7.021189951;0;0;0;21.06356985;0;14.0423799;7.021189951;7.021189951;7.021189951;7.021189951;14.0423799;7.021189951;;;;;;;;;;;;;;;;;;;;
6176;471;0.051616015;3006.696734;2061.904677;392.1778348;71.30506088;8.91313261;410.0041;35.65253044;0;8.91313261;0;8.91313261;0;8.91313261;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
6238;473;0.051531589;2233.637546;1560.486505;303.624071;80.02494895;0;254.1968967;7.061024908;0;0;0;21.18307472;0;7.061024908;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
6343;477;0.051358568;2827.578575;984.9490925;647.4103586;74.70119522;16.6002656;1012.616202;24.90039841;0;0;0;24.90039841;0;33.20053121;8.300132802;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
6441;481;0.051175015;2531.72256;1969.117546;235.6858839;30.4110818;0;243.2886544;0;0;7.60277045;0;30.4110818;0;0;0;7.60277045;0;7.60277045;7.60277045;0;;;;;;;;;;;;;;;;;;;;
6553;485;0.050981586;2525.693772;1699.680714;349.4670627;39.71216622;23.82729973;373.2943625;23.82729973;7.942433244;0;0;7.942433244;0;0;0;0;0;7.942433244;0;0;;;;;;;;;;;;;;;;;;;;
6666;489;0.050786517;2834.169121;2033.147819;358.7907916;41.71985949;8.343971898;275.3510726;0;16.6879438;8.343971898;0;33.37588759;0;33.37588759;8.343971898;16.6879438;25.03191569;0;0;0;;;;;;;;;;;;;;;;;;;;
6789;493;0.05058251;4352.318223;3034.999354;581.1700891;64.57445435;0;606.9998709;12.91489087;0;12.91489087;0;0;0;25.82978174;0;0;0;0;12.91489087;0;;;;;;;;;;;;;;;;;;;;
6902;497;0.050370155;3492.85108;2230.636983;533.1766447;54.40578007;10.88115601;620.2258928;10.88115601;0;0;0;10.88115601;0;10.88115601;0;0;0;0;10.88115601;0;;;;;;;;;;;;;;;;;;;;
7012;501;0.050164356;2394.970562;1470.985006;413.9455292;36.95942225;0;399.1617603;7.39188445;0;22.17565335;0;22.17565335;0;14.7837689;0;0;0;0;0;7.39188445;;;;;;;;;;;;;;;;;;;;
7115;505;0.049950753;2470.813205;1519.726248;369.8671498;30.19323671;15.09661836;505.736715;7.548309179;0;0;0;15.09661836;0;0;0;0;0;0;0;7.548309179;;;;;;;;;;;;;;;;;;;;
7215;509;0.049736769;1901.057251;1276.68063;269.2998205;19.94813485;11.96888091;251.3464991;11.96888091;0;5.984440455;0;17.95332136;0;17.95332136;0;0;5.984440455;0;11.96888091;5.984440455;;;;;;;;;;;;;;;;;;;;
7313;513;0.049529267;2119.183383;1431.880664;286.3761328;19.09174219;0;330.9235312;19.09174219;0;0;0;12.72782812;0;19.09174219;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
7417;517;0.0493147;1972.778554;1395.228484;248.4086322;37.26129483;0;229.7779848;0;0;6.210215805;0;18.63064741;0;0;12.42043161;6.210215805;6.210215805;0;12.42043161;6.210215805;;;;;;;;;;;;;;;;;;;;
7531;521;0.049106552;1853.117171;1149.139698;295.0493819;15.52891484;20.70521979;269.1678572;15.52891484;0;10.35260989;0;31.05782968;0;10.35260989;20.70521979;0;5.176304946;5.176304946;15.52891484;0;;;;;;;;;;;;;;;;;;;;
7635;525;0.048898161;1299.816895;923.058375;237.3578678;11.30275561;7.535170408;11.30275561;0;0;0;0;15.07034082;0;22.60551122;41.44343724;22.60551122;0;3.767585204;3.767585204;3.767585204;;;;;;;;;;;;;;;;;;;;
7743;529;0.048695876;958.306134;667.8834224;175.8522841;13.32214273;5.328857093;10.65771419;2.664428547;2.664428547;7.99328564;0;26.64428547;0;15.98657128;23.97985692;5.328857093;0;0;0;0;;;;;;;;;;;;;;;;;;;;
7829;533;0.048493289;788.3690314;630.2560223;70.27244848;10.98007007;2.196014015;13.17608409;4.39202803;2.196014015;4.39202803;0;13.17608409;0;4.39202803;24.15615416;8.78405606;0;4.39202803;0;0;;;;;;;;;;;;;;;;;;;;
7927;537;0.048296518;755.9251615;357.8683676;273.6640458;5.741203758;1.913734586;11.48240752;11.48240752;1.913734586;9.56867293;0;13.3961421;0;26.7922842;32.53348796;3.827469172;0;0;1.913734586;3.827469172;;;;;;;;;;;;;;;;;;;;
8029;541;0.048105315;844.4255936;529.214576;206.2777983;13.90636842;11.58864035;4.63545614;2.31772807;0;2.31772807;0;20.85955263;0;18.54182456;30.13046491;2.31772807;0;0;2.31772807;0;;;;;;;;;;;;;;;;;;;;
8142;545;0.047913634;765.0845729;477.8906641;213.6722681;6.89265381;4.59510254;6.89265381;2.29755127;9.190205079;2.29755127;0;16.08285889;0;9.190205079;13.78530762;2.29755127;0;0;0;0;;;;;;;;;;;;;;;;;;;;
8265;549;0.047727273;1029.667151;487.0047336;430.2767097;6.422040443;12.84408089;6.422040443;3.211020221;12.84408089;0;0;25.68816177;0;16.05510111;19.26612133;0;0;3.211020221;6.422040443;3.211020221;;;;;;;;;;;;;;;;;;;;
8387;553;0.047546012;986.1878146;313.9133044;494.4829042;19.44595691;5.555987688;2.777993844;5.555987688;8.333981532;16.66796306;0;38.89191382;0;36.11391997;38.89191382;2.777993844;0;2.777993844;2.777993844;0;;;;;;;;;;;;;;;;;;;;
8504;557;0.047369646;871.459695;428.6414194;360.2589361;5.003596335;5.003596335;2.501798167;5.003596335;0;2.501798167;0;10.00719267;0;22.51618351;22.51618351;7.505394502;0;7.505394502;0;0;;;;;;;;;;;;;;;;;;;;
8622;561;0.047197979;790.7436479;424.4432816;250.7413222;2.180359323;13.08215594;8.721437293;8.721437293;8.721437293;8.721437293;2.180359323;15.26251526;0;10.90179662;15.26251526;6.54107797;0;4.360718646;13.08215594;2.180359323;;;;;;;;;;;;;;;;;;;;
8748;565;0.047025496;1109.360488;507.0770887;416.0101829;6.209107208;31.04553604;18.62732162;9.313660812;9.313660812;24.83642883;0;27.94098244;0;12.41821442;40.35919685;3.104553604;0;12.41821442;3.104553604;0;;;;;;;;;;;;;;;;;;;;
8861;569;0.046862767;588.3491964;374.2347737;143.36357;3.723729091;3.723729091;0;1.861864546;1.861864546;7.447458183;0;22.34237455;0;0;16.75678091;11.17118727;0;3.723729091;1.861864546;0;;;;;;;;;;;;;;;;;;;;
8982;573;0.046699051;575.9775961;317.6264802;177.8260928;0;21.80886044;6.710418596;1.677604649;0;3.355209298;0;18.45365114;0;0;26.84167438;0;0;3.355209298;1.677604649;0;;;;;;;;;;;;;;;;;;;;
9099;577;0.04653951;775.3423315;467.8789931;182.6956068;0;17.82396164;6.683985616;2.227995205;2.227995205;0;0;20.05195685;0;17.82396164;35.64792329;6.683985616;0;2.227995205;15.59596644;0;;;;;;;;;;;;;;;;;;;;
9216;581;0.046383986;684.851664;418.5940538;160.9467644;3.973994182;19.86997091;3.973994182;0;0;0;1.986997091;21.856968;0;9.934985455;9.934985455;21.856968;0;0;7.947988364;3.973994182;;;;;;;;;;;;;;;;;;;;
9336;585;0.046232331;731.9543692;313.7989818;293.3655598;0;35.02872355;2.189295222;0;0;0;0;24.08224744;0;15.32506655;8.757180888;30.65013311;0;2.189295222;8.757180888;0;;;;;;;;;;;;;;;;;;;;
9459;589;0.046084401;731.7044702;313.6918466;293.2654008;0;35.01676428;2.188547767;0;0;0;0;24.07402544;0;15.31983437;8.754191069;30.63966874;0;2.188547767;8.754191069;0;;;;;;;;;;;;;;;;;;;;
9574;593;0.04594006;327.0132066;56.7987995;176.4459748;4.033050852;26.21483054;3.024788139;0;0;2.016525426;0;24.19830511;0;4.033050852;0;26.21483054;0;0;4.033050852;0;;;;;;;;;;;;;;;;;;;;
9680;597;0.045794488;551.0435104;357.9524443;108.402002;5.081343846;16.93781282;0;1.693781282;0;0;0;15.24403154;0;3.387562564;35.56940692;6.775125128;0;1.693781282;0;0;;;;;;;;;;;;;;;;;;;;
9778;601;45.07878587;205.9634182;45.07878587;98.51269152;5.24623801;4.080407341;0.582915334;0;0.582915334;0;0;18.6532907;0;16.9045447;0;11.65830669;0;0;4.080407341;0.582915334;;;;;;;;;;;0;0;0;0;0;0;0;0;0;208.2950795
9857;605;62.8419741;360.7996099;62.8419741;216.6964624;6.500893873;4.333929249;1.083482312;0;2.166964624;0;0;24.92009318;0;27.0870578;0;7.584376185;0;0;4.333929249;3.250446936;;;;;;;;;;;0;0;0;0;0;0;0;0;0;367.3005038
