AGE;TEMP1;TEMP2;TEMP3;TEMP5;MEAN
2483;-0.01;-0.76;0.28;-0.72;-0.30
2484;-0.01;-0.76;0.28;-0.71;-0.30
2485;-0.02;-0.76;0.28;-0.71;-0.30
2486;-0.03;-0.76;0.29;-0.71;-0.30
2487;-0.04;-0.76;0.29;-0.71;-0.30
2488;-0.04;-0.76;0.30;-0.71;-0.30
2489;-0.05;-0.76;0.30;-0.70;-0.30
2490;-0.06;-0.76;0.30;-0.70;-0.30
2491;-0.07;-0.76;0.31;-0.70;-0.30
2492;-0.07;-0.76;0.31;-0.70;-0.30
2493;-0.08;-0.76;0.32;-0.69;-0.30
2494;-0.09;-0.76;0.32;-0.69;-0.30
2495;-0.09;-0.76;0.32;-0.69;-0.30
2496;-0.10;-0.76;0.33;-0.69;-0.30
2497;-0.11;-0.76;0.33;-0.69;-0.31
2498;-0.12;-0.76;0.34;-0.68;-0.30
2499;-0.12;-0.76;0.34;-0.68;-0.30
2500;-0.13;-0.76;0.34;-0.68;-0.31
2501;-0.14;-0.76;0.32;-0.68;-0.31
2502;-0.15;-0.76;0.31;-0.67;-0.32
2503;-0.15;-0.76;0.29;-0.67;-0.32
2504;-0.16;-0.76;0.27;-0.67;-0.33
2505;-0.17;-0.76;0.25;-0.66;-0.33
2506;-0.17;-0.76;0.23;-0.66;-0.34
2507;-0.18;-0.76;0.21;-0.66;-0.35
2508;-0.19;-0.76;0.19;-0.66;-0.35
2509;-0.20;-0.76;0.17;-0.65;-0.36
2510;-0.20;-0.76;0.15;-0.65;-0.36
2511;-0.21;-0.76;0.13;-0.65;-0.37
2512;-0.22;-0.76;0.12;-0.64;-0.37
2513;-0.23;-0.76;0.10;-0.64;-0.38
2514;-0.23;-0.76;0.08;-0.64;-0.39
2515;-0.24;-0.76;0.06;-0.64;-0.39
2516;-0.25;-0.76;0.04;-0.63;-0.40
2517;-0.25;-0.76;0.02;-0.63;-0.40
2518;-0.26;-0.76;0.00;-0.63;-0.41
2519;-0.27;-0.76;-0.02;-0.62;-0.42
2520;-0.28;-0.76;-0.04;-0.62;-0.42
2521;-0.28;-0.76;-0.06;-0.62;-0.43
2522;-0.29;-0.76;-0.07;-0.62;-0.43
2523;-0.30;-0.76;-0.09;-0.61;-0.44
2524;-0.31;-0.76;-0.11;-0.61;-0.45
2525;-0.31;-0.76;-0.13;-0.61;-0.45
2526;-0.32;-0.76;-0.12;-0.60;-0.45
2527;-0.33;-0.76;-0.10;-0.60;-0.45
2528;-0.33;-0.76;-0.09;-0.60;-0.44
2529;-0.34;-0.76;-0.07;-0.59;-0.44
2530;-0.35;-0.76;-0.06;-0.59;-0.44
2531;-0.36;-0.76;-0.05;-0.59;-0.44
2532;-0.36;-0.76;-0.03;-0.59;-0.43
2533;-0.37;-0.76;-0.02;-0.58;-0.43
2534;-0.38;-0.76;0.00;-0.58;-0.43
2535;-0.39;-0.76;0.01;-0.58;-0.43
2536;-0.39;-0.76;0.03;-0.57;-0.42
2537;-0.40;-0.76;0.04;-0.57;-0.42
2538;-0.41;-0.76;0.05;-0.57;-0.42
2539;-0.41;-0.76;0.07;-0.57;-0.42
2540;-0.42;-0.76;0.08;-0.56;-0.41
2541;-0.43;-0.76;0.10;-0.56;-0.41
2542;-0.44;-0.76;0.11;-0.56;-0.41
2543;-0.44;-0.76;0.13;-0.55;-0.40
2544;-0.45;-0.76;0.14;-0.55;-0.40
2545;-0.46;-0.76;0.16;-0.55;-0.40
2546;-0.47;-0.76;0.17;-0.55;-0.40
2547;-0.47;-0.76;0.18;-0.54;-0.40
2548;-0.48;-0.76;0.20;-0.54;-0.39
2549;-0.49;-0.76;0.21;-0.54;-0.39
2550;-0.50;-0.76;0.23;-0.53;-0.39
2551;-0.50;-0.76;0.22;-0.53;-0.39
2552;-0.51;-0.76;0.22;-0.53;-0.39
2553;-0.52;-0.76;0.21;-0.53;-0.40
2554;-0.52;-0.76;0.21;-0.52;-0.40
2555;-0.53;-0.76;0.20;-0.52;-0.40
2556;-0.54;-0.76;0.19;-0.52;-0.41
2557;-0.55;-0.76;0.19;-0.51;-0.41
2558;-0.55;-0.76;0.18;-0.51;-0.41
2559;-0.56;-0.76;0.18;-0.51;-0.41
2560;-0.57;-0.76;0.17;-0.51;-0.42
2561;-0.58;-0.76;0.17;-0.50;-0.42
2562;-0.58;-0.76;0.16;-0.50;-0.42
2563;-0.59;-0.76;0.16;-0.50;-0.42
2564;-0.60;-0.76;0.15;-0.49;-0.42
2565;-0.60;-0.76;0.15;-0.49;-0.42
2566;-0.61;-0.76;0.14;-0.49;-0.43
2567;-0.62;-0.77;0.14;-0.49;-0.43
2568;-0.63;-0.77;0.13;-0.48;-0.44
2569;-0.63;-0.77;0.13;-0.48;-0.44
2570;-0.64;-0.77;0.12;-0.48;-0.44
2571;-0.65;-0.77;0.12;-0.47;-0.44
2572;-0.66;-0.78;0.11;-0.47;-0.45
2573;-0.66;-0.78;0.10;-0.47;-0.45
2574;-0.67;-0.78;0.10;-0.46;-0.45
2575;-0.68;-0.78;0.09;-0.46;-0.46
2576;-0.68;-0.78;0.17;-0.46;-0.44
2577;-0.69;-0.78;0.24;-0.46;-0.42
2578;-0.70;-0.79;0.32;-0.45;-0.40
2579;-0.71;-0.79;0.39;-0.45;-0.39
2580;-0.71;-0.79;0.47;-0.45;-0.37
2581;-0.72;-0.79;0.54;-0.44;-0.35
2582;-0.73;-0.79;0.62;-0.44;-0.33
2583;-0.74;-0.79;0.69;-0.44;-0.32
2584;-0.74;-0.80;0.77;-0.44;-0.30
2585;-0.75;-0.80;0.84;-0.43;-0.28
2586;-0.76;-0.80;0.92;-0.43;-0.27
2587;-0.76;-0.80;0.99;-0.43;-0.25
2588;-0.77;-0.80;1.07;-0.42;-0.23
2589;-0.78;-0.80;1.14;-0.42;-0.21
2590;-0.79;-0.81;1.22;-0.42;-0.20
2591;-0.79;-0.81;1.29;-0.42;-0.18
2592;-0.80;-0.81;1.37;-0.41;-0.16
2593;-0.81;-0.81;1.44;-0.41;-0.15
2594;-0.82;-0.81;1.51;-0.41;-0.13
2595;-0.82;-0.81;1.59;-0.40;-0.11
2596;-0.83;-0.82;1.66;-0.40;-0.10
2597;-0.84;-0.82;1.74;-0.40;-0.08
2598;-0.84;-0.82;1.81;-0.40;-0.06
2599;-0.85;-0.82;1.89;-0.39;-0.04
2600;-0.86;-0.82;1.96;-0.39;-0.03
2601;-0.87;-0.82;1.92;-0.39;-0.04
2602;-0.87;-0.83;1.88;-0.38;-0.05
2603;-0.88;-0.83;1.84;-0.38;-0.06
2604;-0.89;-0.83;1.80;-0.37;-0.07
2605;-0.90;-0.83;1.76;-0.37;-0.08
2606;-0.90;-0.83;1.72;-0.37;-0.09
2607;-0.91;-0.84;1.68;-0.36;-0.11
2608;-0.92;-0.84;1.63;-0.36;-0.12
2609;-0.92;-0.84;1.59;-0.36;-0.13
2610;-0.93;-0.84;1.55;-0.35;-0.14
2611;-0.94;-0.84;1.51;-0.35;-0.15
2612;-0.95;-0.84;1.47;-0.35;-0.17
2613;-0.95;-0.85;1.43;-0.34;-0.18
2614;-0.96;-0.85;1.39;-0.34;-0.19
2615;-0.97;-0.85;1.35;-0.33;-0.20
2616;-0.98;-0.85;1.30;-0.33;-0.21
2617;-0.98;-0.85;1.26;-0.33;-0.22
2618;-0.99;-0.85;1.22;-0.32;-0.23
2619;-1.00;-0.86;1.18;-0.32;-0.25
2620;-1.00;-0.86;1.14;-0.32;-0.26
2621;-1.01;-0.86;1.10;-0.31;-0.27
2622;-1.02;-0.86;1.06;-0.31;-0.28
2623;-1.03;-0.86;1.02;-0.30;-0.29
2624;-1.03;-0.86;0.98;-0.30;-0.30
2625;-1.04;-0.87;0.93;-0.30;-0.32
2626;-1.05;-0.87;0.91;-0.29;-0.32
2627;-1.06;-0.87;0.88;-0.29;-0.33
2628;-1.06;-0.87;0.85;-0.29;-0.34
2629;-1.07;-0.87;0.82;-0.28;-0.35
2630;-1.08;-0.87;0.80;-0.28;-0.36
2631;-1.08;-0.88;0.77;-0.27;-0.36
2632;-1.09;-0.88;0.74;-0.27;-0.37
2633;-1.09;-0.88;0.71;-0.27;-0.38
2634;-1.09;-0.88;0.69;-0.26;-0.38
2635;-1.09;-0.88;0.66;-0.26;-0.39
2636;-1.10;-0.89;0.63;-0.26;-0.40
2637;-1.10;-0.89;0.60;-0.25;-0.41
2638;-1.10;-0.89;0.57;-0.25;-0.42
2639;-1.11;-0.89;0.55;-0.24;-0.42
2640;-1.11;-0.89;0.52;-0.24;-0.43
2641;-1.11;-0.89;0.49;-0.24;-0.44
2642;-1.11;-0.90;0.46;-0.23;-0.44
2643;-1.12;-0.90;0.44;-0.23;-0.45
2644;-1.12;-0.90;0.41;-0.23;-0.46
2645;-1.12;-0.90;0.38;-0.22;-0.46
2646;-1.12;-0.90;0.35;-0.22;-0.47
2647;-1.13;-0.90;0.32;-0.21;-0.48
2648;-1.13;-0.91;0.30;-0.21;-0.49
2649;-1.13;-0.91;0.27;-0.21;-0.49
2650;-1.14;-0.91;0.24;-0.20;-0.50
2651;-1.14;-0.91;0.24;-0.20;-0.50
2652;-1.14;-0.91;0.23;-0.20;-0.50
2653;-1.14;-0.91;0.22;-0.19;-0.50
2654;-1.15;-0.92;0.22;-0.19;-0.51
2655;-1.15;-0.92;0.21;-0.18;-0.51
2656;-1.15;-0.92;0.21;-0.18;-0.51
2657;-1.16;-0.92;0.20;-0.18;-0.51
2658;-1.16;-0.92;0.20;-0.17;-0.51
2659;-1.16;-0.92;0.19;-0.17;-0.51
2660;-1.16;-0.93;0.19;-0.17;-0.52
2661;-1.17;-0.93;0.18;-0.16;-0.52
2662;-1.17;-0.93;0.18;-0.16;-0.52
2663;-1.17;-0.93;0.17;-0.15;-0.52
2664;-1.17;-0.93;0.16;-0.15;-0.52
2665;-1.18;-0.93;0.16;-0.15;-0.52
2666;-1.18;-0.94;0.15;-0.14;-0.53
2667;-1.18;-0.94;0.15;-0.14;-0.53
2668;-1.19;-0.94;0.14;-0.14;-0.53
2669;-1.19;-0.94;0.14;-0.13;-0.53
2670;-1.19;-0.94;0.13;-0.13;-0.53
2671;-1.19;-0.95;0.13;-0.12;-0.53
2672;-1.20;-0.95;0.12;-0.12;-0.54
2673;-1.20;-0.95;0.11;-0.12;-0.54
2674;-1.20;-0.95;0.11;-0.11;-0.54
2675;-1.20;-0.95;0.10;-0.11;-0.54
2676;-1.21;-0.95;0.15;-0.11;-0.53
2677;-1.21;-0.96;0.20;-0.10;-0.52
2678;-1.21;-0.96;0.25;-0.10;-0.50
2679;-1.22;-0.96;0.30;-0.10;-0.49
2680;-1.22;-0.96;0.35;-0.09;-0.48
2681;-1.22;-0.96;0.40;-0.09;-0.47
2682;-1.22;-0.96;0.45;-0.08;-0.45
2683;-1.23;-0.97;0.51;-0.08;-0.44
2684;-1.23;-0.97;0.56;-0.08;-0.43
2685;-1.23;-0.97;0.61;-0.07;-0.41
2686;-1.24;-0.97;0.66;-0.07;-0.40
2687;-1.24;-0.97;0.71;-0.07;-0.39
2688;-1.24;-0.97;0.76;-0.06;-0.38
2689;-1.24;-0.98;0.81;-0.06;-0.37
2690;-1.25;-0.98;0.86;-0.05;-0.35
2691;-1.25;-0.98;0.91;-0.05;-0.34
2692;-1.25;-0.98;0.96;-0.05;-0.33
2693;-1.25;-0.98;1.01;-0.04;-0.31
2694;-1.26;-0.98;1.06;-0.04;-0.30
2695;-1.26;-0.99;1.11;-0.04;-0.29
2696;-1.26;-0.99;1.16;-0.03;-0.28
2697;-1.27;-0.99;1.21;-0.03;-0.27
2698;-1.27;-0.99;1.26;-0.02;-0.25
2699;-1.27;-0.99;1.31;-0.02;-0.24
2700;-1.27;-1.00;1.36;-0.02;-0.23
2701;-1.28;-1.00;1.34;-0.03;-0.24
2702;-1.28;-1.00;1.33;-0.03;-0.24
2703;-1.28;-1.00;1.32;-0.04;-0.25
2704;-1.28;-1.00;1.30;-0.05;-0.26
2705;-1.29;-1.00;1.29;-0.06;-0.26
2706;-1.29;-1.01;1.27;-0.07;-0.27
2707;-1.29;-1.01;1.26;-0.08;-0.28
2708;-1.30;-1.01;1.25;-0.09;-0.29
2709;-1.30;-1.01;1.23;-0.09;-0.29
2710;-1.30;-1.01;1.22;-0.10;-0.30
2711;-1.30;-1.01;1.20;-0.11;-0.30
2712;-1.31;-1.02;1.19;-0.12;-0.31
2713;-1.31;-1.02;1.18;-0.13;-0.32
2714;-1.31;-1.02;1.16;-0.14;-0.33
2715;-1.32;-1.02;1.15;-0.15;-0.33
2716;-1.32;-1.02;1.13;-0.15;-0.34
2717;-1.32;-1.02;1.12;-0.16;-0.34
2718;-1.32;-1.03;1.11;-0.17;-0.35
2719;-1.33;-1.03;1.09;-0.18;-0.36
2720;-1.33;-1.03;1.08;-0.19;-0.37
2721;-1.33;-1.03;1.06;-0.20;-0.37
2722;-1.33;-1.03;1.05;-0.21;-0.38
2723;-1.34;-1.03;1.03;-0.21;-0.39
2724;-1.34;-1.04;1.02;-0.22;-0.39
2725;-1.34;-1.04;1.01;-0.23;-0.40
2726;-1.35;-1.04;1.03;-0.24;-0.40
2727;-1.35;-1.04;1.06;-0.25;-0.39
2728;-1.35;-1.04;1.08;-0.26;-0.39
2729;-1.35;-1.04;1.11;-0.27;-0.39
2730;-1.36;-1.05;1.13;-0.27;-0.39
2731;-1.36;-1.05;1.16;-0.28;-0.38
2732;-1.36;-1.05;1.18;-0.29;-0.38
2733;-1.36;-1.05;1.21;-0.30;-0.37
2734;-1.37;-1.05;1.23;-0.31;-0.37
2735;-1.37;-1.06;1.26;-0.32;-0.37
2736;-1.37;-1.06;1.28;-0.33;-0.37
2737;-1.38;-1.06;1.31;-0.33;-0.36
2738;-1.38;-1.06;1.33;-0.34;-0.36
2739;-1.38;-1.06;1.36;-0.35;-0.36
2740;-1.38;-1.06;1.38;-0.36;-0.35
2741;-1.39;-1.07;1.41;-0.37;-0.35
2742;-1.39;-1.07;1.43;-0.38;-0.35
2743;-1.39;-1.07;1.46;-0.39;-0.35
2744;-1.40;-1.07;1.49;-0.39;-0.34
2745;-1.40;-1.07;1.51;-0.40;-0.34
2746;-1.40;-1.07;1.54;-0.41;-0.33
2747;-1.40;-1.08;1.56;-0.42;-0.33
2748;-1.41;-1.08;1.59;-0.43;-0.33
2749;-1.41;-1.08;1.61;-0.44;-0.33
2750;-1.41;-1.08;1.64;-0.45;-0.32
2751;-1.41;-1.08;1.61;-0.45;-0.33
2752;-1.42;-1.08;1.59;-0.46;-0.34
2753;-1.42;-1.09;1.57;-0.47;-0.35
2754;-1.42;-1.09;1.54;-0.48;-0.36
2755;-1.43;-1.09;1.52;-0.49;-0.37
2756;-1.43;-1.09;1.50;-0.50;-0.38
2757;-1.43;-1.09;1.47;-0.51;-0.39
2758;-1.43;-1.09;1.45;-0.51;-0.39
2759;-1.44;-1.10;1.43;-0.52;-0.41
2760;-1.44;-1.10;1.40;-0.53;-0.42
2761;-1.44;-1.10;1.38;-0.54;-0.42
2762;-1.44;-1.10;1.36;-0.55;-0.43
2763;-1.45;-1.10;1.33;-0.56;-0.44
2764;-1.45;-1.11;1.31;-0.57;-0.45
2765;-1.45;-1.11;1.29;-0.57;-0.46
2766;-1.46;-1.11;1.26;-0.58;-0.47
2767;-1.46;-1.11;1.24;-0.59;-0.48
2768;-1.46;-1.11;1.22;-0.60;-0.49
2769;-1.46;-1.11;1.19;-0.61;-0.50
2770;-1.47;-1.12;1.17;-0.62;-0.51
2771;-1.47;-1.12;1.15;-0.63;-0.52
2772;-1.47;-1.12;1.12;-0.63;-0.52
2773;-1.48;-1.12;1.10;-0.64;-0.53
2774;-1.48;-1.12;1.08;-0.65;-0.54
2775;-1.48;-1.12;1.05;-0.66;-0.55
2776;-1.48;-1.13;1.05;-0.67;-0.56
2777;-1.49;-1.13;1.05;-0.68;-0.56
2778;-1.49;-1.13;1.04;-0.69;-0.57
2779;-1.49;-1.13;1.04;-0.69;-0.57
2780;-1.49;-1.13;1.03;-0.70;-0.57
2781;-1.50;-1.13;1.03;-0.71;-0.58
2782;-1.50;-1.14;1.03;-0.72;-0.58
2783;-1.50;-1.14;1.02;-0.73;-0.59
2784;-1.51;-1.14;1.02;-0.74;-0.59
2785;-1.51;-1.14;1.01;-0.75;-0.60
2786;-1.51;-1.14;1.01;-0.76;-0.60
2787;-1.51;-1.14;1.01;-0.76;-0.60
2788;-1.52;-1.15;1.00;-0.77;-0.61
2789;-1.52;-1.15;1.00;-0.78;-0.61
2790;-1.52;-1.15;1.00;-0.79;-0.61
2791;-1.52;-1.15;0.99;-0.80;-0.62
2792;-1.53;-1.15;0.99;-0.81;-0.62
2793;-1.53;-1.15;0.98;-0.82;-0.63
2794;-1.53;-1.16;0.98;-0.82;-0.63
2795;-1.54;-1.16;0.98;-0.83;-0.64
2796;-1.54;-1.16;0.97;-0.84;-0.64
2797;-1.53;-1.16;0.97;-0.85;-0.64
2798;-1.52;-1.16;0.96;-0.86;-0.64
2799;-1.51;-1.17;0.96;-0.87;-0.65
2800;-1.50;-1.17;0.96;-0.88;-0.65
2801;-1.49;-1.17;0.97;-0.88;-0.64
2802;-1.48;-1.17;0.98;-0.88;-0.64
2803;-1.47;-1.17;0.98;-0.89;-0.64
2804;-1.46;-1.17;0.99;-0.89;-0.63
2805;-1.46;-1.18;1.00;-0.89;-0.63
2806;-1.45;-1.18;1.01;-0.89;-0.63
2807;-1.44;-1.18;1.02;-0.90;-0.62
2808;-1.43;-1.18;1.03;-0.90;-0.62
2809;-1.42;-1.18;1.04;-0.90;-0.61
2810;-1.41;-1.18;1.05;-0.91;-0.61
2811;-1.40;-1.18;1.06;-0.91;-0.61
2812;-1.39;-1.19;1.07;-0.91;-0.60
2813;-1.39;-1.19;1.08;-0.92;-0.60
2814;-1.38;-1.19;1.09;-0.92;-0.60
2815;-1.37;-1.19;1.10;-0.92;-0.59
2816;-1.36;-1.19;1.11;-0.93;-0.59
2817;-1.35;-1.19;1.12;-0.93;-0.59
2818;-1.34;-1.19;1.13;-0.93;-0.58
2819;-1.33;-1.19;1.14;-0.94;-0.58
2820;-1.32;-1.19;1.15;-0.94;-0.57
2821;-1.32;-1.19;1.16;-0.94;-0.57
2822;-1.31;-1.19;1.17;-0.95;-0.57
2823;-1.30;-1.20;1.18;-0.95;-0.57
2824;-1.29;-1.20;1.19;-0.95;-0.56
2825;-1.28;-1.20;1.20;-0.96;-0.56
2826;-1.27;-1.20;1.19;-0.96;-0.56
2827;-1.26;-1.20;1.18;-0.96;-0.56
2828;-1.25;-1.20;1.18;-0.97;-0.56
2829;-1.24;-1.20;1.17;-0.97;-0.56
2830;-1.24;-1.20;1.16;-0.97;-0.56
2831;-1.23;-1.20;1.16;-0.98;-0.56
2832;-1.22;-1.20;1.15;-0.98;-0.56
2833;-1.21;-1.20;1.14;-0.98;-0.56
2834;-1.20;-1.21;1.13;-0.99;-0.57
2835;-1.19;-1.21;1.13;-0.99;-0.56
2836;-1.18;-1.21;1.12;-0.99;-0.56
2837;-1.17;-1.21;1.11;-1.00;-0.57
2838;-1.17;-1.21;1.11;-1.00;-0.57
2839;-1.16;-1.21;1.10;-1.00;-0.57
2840;-1.15;-1.21;1.09;-1.01;-0.57
2841;-1.14;-1.21;1.09;-1.01;-0.57
2842;-1.13;-1.21;1.08;-1.01;-0.57
2843;-1.12;-1.21;1.07;-1.02;-0.57
2844;-1.11;-1.21;1.07;-1.02;-0.57
2845;-1.10;-1.21;1.06;-1.02;-0.57
2846;-1.10;-1.22;1.05;-1.02;-0.57
2847;-1.09;-1.22;1.05;-1.03;-0.57
2848;-1.08;-1.22;1.04;-1.03;-0.57
2849;-1.07;-1.22;1.03;-1.03;-0.57
2850;-1.06;-1.22;1.03;-1.04;-0.57
2851;-1.05;-1.22;1.07;-1.04;-0.56
2852;-1.04;-1.22;1.10;-1.04;-0.55
2853;-1.03;-1.22;1.14;-1.05;-0.54
2854;-1.03;-1.22;1.18;-1.05;-0.53
2855;-1.02;-1.22;1.22;-1.05;-0.52
2856;-1.01;-1.22;1.26;-1.06;-0.51
2857;-1.00;-1.23;1.30;-1.06;-0.50
2858;-0.99;-1.23;1.34;-1.06;-0.48
2859;-0.98;-1.23;1.38;-1.07;-0.47
2860;-0.97;-1.23;1.41;-1.07;-0.46
2861;-0.96;-1.23;1.45;-1.07;-0.45
2862;-0.95;-1.23;1.49;-1.08;-0.44
2863;-0.95;-1.23;1.53;-1.08;-0.43
2864;-0.94;-1.23;1.57;-1.08;-0.42
2865;-0.93;-1.23;1.61;-1.09;-0.41
2866;-0.92;-1.23;1.65;-1.09;-0.40
2867;-0.91;-1.23;1.69;-1.09;-0.38
2868;-0.90;-1.23;1.72;-1.10;-0.38
2869;-0.89;-1.24;1.76;-1.10;-0.37
2870;-0.88;-1.24;1.80;-1.10;-0.35
2871;-0.88;-1.24;1.84;-1.11;-0.35
2872;-0.87;-1.24;1.88;-1.11;-0.33
2873;-0.86;-1.24;1.92;-1.11;-0.32
2874;-0.85;-1.24;1.96;-1.12;-0.31
2875;-0.84;-1.24;2.00;-1.12;-0.30
2876;-0.83;-1.24;1.94;-1.12;-0.31
2877;-0.82;-1.24;1.88;-1.13;-0.33
2878;-0.81;-1.24;1.82;-1.13;-0.34
2879;-0.81;-1.24;1.77;-1.13;-0.35
2880;-0.80;-1.25;1.71;-1.14;-0.37
2881;-0.79;-1.25;1.65;-1.14;-0.38
2882;-0.78;-1.25;1.60;-1.14;-0.39
2883;-0.77;-1.25;1.54;-1.15;-0.41
2884;-0.76;-1.25;1.48;-1.15;-0.42
2885;-0.75;-1.25;1.42;-1.15;-0.43
2886;-0.74;-1.25;1.37;-1.15;-0.44
2887;-0.74;-1.25;1.31;-1.16;-0.46
2888;-0.73;-1.25;1.25;-1.16;-0.47
2889;-0.72;-1.25;1.20;-1.16;-0.48
2890;-0.71;-1.25;1.14;-1.17;-0.50
2891;-0.70;-1.26;1.08;-1.17;-0.51
2892;-0.69;-1.26;1.03;-1.17;-0.52
2893;-0.68;-1.26;0.97;-1.18;-0.54
2894;-0.67;-1.26;0.91;-1.18;-0.55
2895;-0.66;-1.26;0.85;-1.18;-0.56
2896;-0.66;-1.26;0.80;-1.19;-0.58
2897;-0.65;-1.26;0.74;-1.19;-0.59
2898;-0.64;-1.26;0.68;-1.19;-0.60
2899;-0.63;-1.26;0.63;-1.20;-0.61
2900;-0.62;-1.26;0.57;-1.20;-0.63
2901;-0.61;-1.26;0.57;-1.21;-0.63
2902;-0.60;-1.26;0.57;-1.22;-0.63
2903;-0.59;-1.27;0.58;-1.23;-0.63
2904;-0.59;-1.27;0.58;-1.24;-0.63
2905;-0.58;-1.27;0.58;-1.25;-0.63
2906;-0.57;-1.27;0.59;-1.26;-0.63
2907;-0.56;-1.27;0.59;-1.27;-0.63
2908;-0.55;-1.27;0.59;-1.28;-0.63
2909;-0.54;-1.27;0.60;-1.29;-0.62
2910;-0.53;-1.27;0.60;-1.30;-0.62
2911;-0.52;-1.27;0.60;-1.31;-0.62
2912;-0.52;-1.27;0.60;-1.32;-0.63
2913;-0.51;-1.27;0.61;-1.33;-0.62
2914;-0.50;-1.28;0.61;-1.34;-0.63
2915;-0.49;-1.28;0.61;-1.35;-0.63
2916;-0.48;-1.28;0.62;-1.36;-0.62
2917;-0.47;-1.28;0.62;-1.37;-0.62
2918;-0.46;-1.28;0.62;-1.38;-0.62
2919;-0.45;-1.28;0.63;-1.39;-0.62
2920;-0.44;-1.28;0.63;-1.40;-0.62
2921;-0.44;-1.28;0.63;-1.41;-0.62
2922;-0.43;-1.28;0.64;-1.42;-0.62
2923;-0.42;-1.28;0.64;-1.43;-0.62
2924;-0.41;-1.28;0.64;-1.44;-0.62
2925;-0.40;-1.28;0.64;-1.45;-0.62
2926;-0.39;-1.29;0.65;-1.46;-0.62
2927;-0.38;-1.29;0.65;-1.47;-0.62
2928;-0.37;-1.29;0.65;-1.48;-0.62
2929;-0.37;-1.29;0.65;-1.49;-0.62
2930;-0.36;-1.29;0.66;-1.50;-0.62
2931;-0.35;-1.29;0.66;-1.51;-0.62
2932;-0.34;-1.29;0.66;-1.52;-0.62
2933;-0.33;-1.29;0.66;-1.53;-0.62
2934;-0.32;-1.29;0.67;-1.54;-0.62
2935;-0.31;-1.29;0.67;-1.55;-0.62
2936;-0.30;-1.29;0.67;-1.56;-0.62
2937;-0.30;-1.30;0.67;-1.57;-0.62
2938;-0.29;-1.30;0.67;-1.58;-0.62
2939;-0.28;-1.30;0.68;-1.59;-0.62
2940;-0.27;-1.30;0.68;-1.60;-0.62
2941;-0.26;-1.30;0.68;-1.61;-0.62
2942;-0.25;-1.30;0.68;-1.62;-0.62
2943;-0.24;-1.30;0.69;-1.63;-0.62
2944;-0.23;-1.30;0.69;-1.64;-0.62
2945;-0.23;-1.30;0.69;-1.65;-0.62
2946;-0.22;-1.30;0.69;-1.66;-0.62
2947;-0.21;-1.30;0.69;-1.67;-0.62
2948;-0.20;-1.31;0.70;-1.68;-0.62
2949;-0.19;-1.31;0.70;-1.69;-0.62
2950;-0.18;-1.31;0.70;-1.70;-0.62
2951;-0.17;-1.31;0.71;-1.71;-0.62
2952;-0.16;-1.31;0.73;-1.72;-0.61
2953;-0.15;-1.31;0.74;-1.73;-0.61
2954;-0.15;-1.31;0.75;-1.74;-0.61
2955;-0.14;-1.31;0.77;-1.75;-0.61
2956;-0.13;-1.31;0.78;-1.76;-0.60
2957;-0.12;-1.31;0.79;-1.77;-0.60
2958;-0.11;-1.31;0.81;-1.78;-0.60
2959;-0.10;-1.31;0.82;-1.79;-0.59
2960;-0.09;-1.32;0.83;-1.80;-0.59
2961;-0.09;-1.32;0.84;-1.81;-0.59
2962;-0.10;-1.32;0.86;-1.82;-0.59
2963;-0.10;-1.32;0.87;-1.83;-0.59
2964;-0.11;-1.32;0.88;-1.84;-0.60
2965;-0.12;-1.32;0.90;-1.85;-0.60
2966;-0.12;-1.32;0.91;-1.86;-0.60
2967;-0.13;-1.32;0.92;-1.88;-0.60
2968;-0.14;-1.32;0.94;-1.89;-0.60
2969;-0.14;-1.32;0.95;-1.90;-0.60
2970;-0.15;-1.32;0.96;-1.91;-0.60
2971;-0.16;-1.33;0.98;-1.92;-0.61
2972;-0.16;-1.33;0.99;-1.93;-0.61
2973;-0.17;-1.33;1.00;-1.94;-0.61
2974;-0.18;-1.33;1.01;-1.95;-0.61
2975;-0.18;-1.33;1.03;-1.96;-0.61
2976;-0.19;-1.33;1.04;-1.97;-0.61
2977;-0.20;-1.33;1.05;-1.98;-0.61
2978;-0.20;-1.33;1.06;-1.99;-0.61
2979;-0.21;-1.33;1.08;-2.00;-0.61
2980;-0.22;-1.33;1.09;-2.01;-0.62
2981;-0.22;-1.33;1.10;-2.02;-0.62
2982;-0.23;-1.33;1.11;-2.03;-0.62
2983;-0.24;-1.34;1.12;-2.04;-0.62
2984;-0.24;-1.34;1.14;-2.05;-0.62
2985;-0.25;-1.34;1.15;-2.06;-0.62
2986;-0.26;-1.34;1.16;-2.07;-0.63
2987;-0.26;-1.34;1.17;-2.08;-0.63
2988;-0.27;-1.34;1.18;-2.09;-0.63
2989;-0.27;-1.34;1.20;-2.10;-0.63
2990;-0.28;-1.34;1.21;-2.11;-0.63
2991;-0.29;-1.34;1.22;-2.12;-0.63
2992;-0.29;-1.34;1.23;-2.13;-0.63
2993;-0.30;-1.34;1.24;-2.14;-0.63
2994;-0.31;-1.35;1.26;-2.15;-0.64
2995;-0.31;-1.35;1.27;-2.16;-0.64
2996;-0.32;-1.35;1.28;-2.17;-0.64
2997;-0.33;-1.35;1.29;-2.18;-0.64
2998;-0.33;-1.35;1.30;-2.19;-0.64
