AGE;TEMP1;TEMP2;TEMP3;TEMP5;MEAN
-68;1.30;5.13;2.43;-0.54;2.08
-67;1.30;5.13;2.43;-0.54;2.08
-66;1.30;5.13;2.43;-0.54;2.08
-65;1.30;5.13;2.43;-0.54;2.08
-64;1.30;5.13;2.43;-0.54;2.08
-63;1.30;5.13;2.43;-0.54;2.08
-62;1.30;5.08;2.43;-0.54;2.07
-61;1.30;5.02;2.43;-0.54;2.05
-60;1.30;4.97;2.43;-0.54;2.04
-59;1.30;4.92;2.43;-0.54;2.03
-58;1.30;4.87;2.43;-0.54;2.02
-57;1.30;4.81;2.43;-0.54;2.00
-56;1.30;4.76;2.43;-0.54;1.99
-55;1.30;4.71;2.43;-0.54;1.98
-54;1.30;4.74;2.43;-0.54;1.98
-53;1.28;4.76;2.43;-0.54;1.98
-52;1.26;4.79;2.43;-0.54;1.99
-51;1.23;4.81;2.43;-0.54;1.98
-50;1.21;4.84;2.43;-0.54;1.99
-49;1.18;4.87;2.43;-0.54;1.99
-48;1.16;4.89;2.43;-0.54;1.99
-47;1.14;4.92;2.43;-0.54;1.99
-46;1.11;4.89;2.43;-0.54;1.97
-45;1.09;4.86;2.43;-0.54;1.96
-44;1.06;4.83;2.43;-0.54;1.95
-43;1.04;4.80;2.43;-0.54;1.93
-42;1.01;4.77;2.43;-0.54;1.92
-41;0.99;4.74;2.43;-0.54;1.91
-40;0.97;4.71;2.43;-0.54;1.89
-39;0.94;4.66;2.43;-0.54;1.87
-38;0.92;4.60;2.43;-0.54;1.85
-37;0.89;4.55;2.43;-0.54;1.83
-36;0.87;4.50;2.43;-0.54;1.82
-35;0.85;4.45;2.43;-0.54;1.80
-34;0.82;4.39;2.43;-0.54;1.78
-33;0.80;4.34;2.43;-0.54;1.76
-32;0.77;4.29;2.43;-0.54;1.74
-31;0.75;4.25;2.43;-0.54;1.72
-30;0.73;4.21;2.43;-0.54;1.71
-29;0.70;4.17;2.43;-0.54;1.69
-28;0.68;4.13;2.43;-0.54;1.68
-27;0.65;4.10;2.43;-0.54;1.66
-26;0.63;4.06;2.43;-0.54;1.65
-25;0.60;4.02;2.43;-0.54;1.63
-24;0.58;3.98;2.43;-0.54;1.61
-23;0.56;3.94;2.43;-0.54;1.60
-22;0.53;3.91;2.43;-0.54;1.58
-21;0.51;3.87;2.43;-0.54;1.57
-20;0.48;3.83;2.43;-0.54;1.55
-19;0.46;3.80;2.43;-0.54;1.54
-18;0.44;3.76;2.43;-0.54;1.52
-17;0.41;3.73;2.43;-0.54;1.51
-16;0.39;3.69;2.43;-0.54;1.49
-15;0.36;3.66;2.43;-0.54;1.48
-14;0.34;3.62;2.43;-0.54;1.46
-13;0.32;3.59;2.43;-0.54;1.45
-12;0.29;3.55;2.43;-0.54;1.43
-11;0.27;3.52;2.43;-0.54;1.42
-10;0.24;3.48;2.43;-0.54;1.40
-9;0.22;3.45;2.43;-0.54;1.39
-8;0.19;3.33;2.43;-0.54;1.35
-7;0.18;3.22;2.43;-0.54;1.32
-6;0.19;3.10;2.43;-0.54;1.30
-5;0.19;2.99;2.43;-0.54;1.27
-4;0.19;2.88;2.43;-0.54;1.24
-3;0.20;2.76;2.43;-0.54;1.21
-2;0.20;2.65;2.43;-0.54;1.19
-1;0.20;2.53;2.43;-0.54;1.16
0;0.21;2.42;2.43;-0.54;1.13
1;0.21;2.31;2.45;-0.52;1.11
2;0.21;2.19;2.47;-0.51;1.09
3;0.22;2.08;2.49;-0.49;1.08
4;0.22;1.96;2.51;-0.48;1.05
5;0.23;1.85;2.53;-0.46;1.04
6;0.23;1.74;2.55;-0.44;1.02
7;0.23;1.62;2.58;-0.43;1.00
8;0.24;1.51;2.60;-0.41;0.99
9;0.24;1.39;2.62;-0.40;0.96
10;0.24;1.28;2.64;-0.38;0.95
11;0.25;1.17;2.66;-0.37;0.93
12;0.25;1.05;2.68;-0.35;0.91
13;0.25;0.94;2.70;-0.33;0.89
14;0.26;0.82;2.72;-0.32;0.87
15;0.26;0.71;2.74;-0.30;0.85
16;0.27;0.73;2.76;-0.29;0.87
17;0.27;0.75;2.78;-0.27;0.88
18;0.27;0.77;2.80;-0.25;0.90
19;0.28;0.79;2.82;-0.24;0.91
20;0.28;0.81;2.85;-0.22;0.93
21;0.28;0.82;2.87;-0.21;0.94
22;0.29;0.84;2.89;-0.19;0.96
23;0.29;0.86;2.91;-0.18;0.97
24;0.29;0.88;2.93;-0.16;0.99
25;0.30;0.90;2.95;-0.14;1.00
26;0.30;0.92;2.87;-0.13;0.99
27;0.31;0.94;2.78;-0.11;0.98
28;0.31;0.96;2.70;-0.10;0.97
29;0.31;0.98;2.62;-0.08;0.96
30;0.32;1.00;2.54;-0.07;0.95
31;0.32;1.02;2.45;-0.05;0.94
32;0.32;1.04;2.37;-0.03;0.93
33;0.33;1.05;2.29;-0.02;0.91
34;0.33;1.07;2.21;0.00;0.90
35;0.33;1.09;2.12;0.01;0.89
36;0.34;1.11;2.04;0.03;0.88
37;0.34;1.13;1.96;0.04;0.87
38;0.35;1.14;1.88;0.06;0.86
39;0.35;1.14;1.79;0.08;0.84
40;0.36;1.15;1.71;0.09;0.83
41;0.37;1.15;1.63;0.11;0.82
42;0.38;1.16;1.54;0.12;0.80
43;0.39;1.16;1.46;0.14;0.79
44;0.40;1.17;1.38;0.15;0.78
45;0.41;1.18;1.30;0.17;0.77
46;0.43;1.18;1.21;0.19;0.75
47;0.44;1.19;1.13;0.20;0.74
48;0.45;1.19;1.05;0.22;0.73
49;0.46;1.20;0.97;0.23;0.72
50;0.47;1.20;0.88;0.25;0.70
51;0.48;1.21;0.88;0.27;0.71
52;0.49;1.21;0.88;0.28;0.72
53;0.50;1.22;0.87;0.30;0.72
54;0.52;1.23;0.87;0.31;0.73
55;0.53;1.23;0.86;0.33;0.74
56;0.54;1.24;0.86;0.34;0.75
57;0.55;1.24;0.85;0.36;0.75
58;0.56;1.25;0.85;0.38;0.76
59;0.57;1.25;0.85;0.39;0.77
60;0.58;1.26;0.84;0.41;0.77
61;0.59;1.26;0.84;0.42;0.78
62;0.60;1.27;0.83;0.44;0.79
63;0.62;1.27;0.83;0.45;0.79
64;0.63;1.28;0.83;0.47;0.80
65;0.64;1.29;0.82;0.49;0.81
66;0.65;1.29;0.82;0.50;0.82
67;0.66;1.30;0.81;0.52;0.82
68;0.67;1.30;0.81;0.53;0.83
69;0.68;1.31;0.80;0.55;0.84
70;0.69;1.31;0.80;0.56;0.84
71;0.70;1.32;0.80;0.58;0.85
72;0.72;1.32;0.79;0.60;0.86
73;0.73;1.33;0.79;0.61;0.87
74;0.74;1.34;0.78;0.63;0.87
75;0.75;1.34;0.78;0.64;0.88
76;0.76;1.32;0.78;0.66;0.88
77;0.77;1.31;0.77;0.67;0.88
78;0.78;1.29;0.77;0.69;0.88
79;0.79;1.27;0.77;0.71;0.89
80;0.81;1.25;0.77;0.72;0.89
81;0.82;1.23;0.76;0.74;0.89
82;0.83;1.22;0.76;0.75;0.89
83;0.84;1.20;0.76;0.77;0.89
84;0.85;1.18;0.76;0.78;0.89
85;0.86;1.16;0.75;0.80;0.89
86;0.87;1.14;0.75;0.82;0.90
87;0.85;1.12;0.75;0.83;0.89
88;0.83;1.11;0.75;0.85;0.89
89;0.81;1.09;0.74;0.86;0.88
90;0.80;1.07;0.74;0.88;0.87
91;0.78;1.05;0.74;0.90;0.87
92;0.76;1.03;0.74;0.91;0.86
93;0.74;1.02;0.73;0.93;0.86
94;0.73;1.00;0.73;0.94;0.85
95;0.71;0.98;0.73;0.96;0.85
96;0.69;0.96;0.72;0.97;0.84
97;0.67;0.94;0.72;0.99;0.83
98;0.66;0.93;0.72;1.01;0.83
99;0.64;0.91;0.72;1.02;0.82
100;0.62;0.89;0.71;1.04;0.82
101;0.60;0.87;0.70;1.04;0.80
102;0.59;0.85;0.69;1.04;0.79
103;0.57;0.84;0.67;1.04;0.78
104;0.55;0.82;0.66;1.04;0.77
105;0.53;0.80;0.64;1.04;0.75
106;0.52;0.78;0.63;1.05;0.75
107;0.50;0.76;0.61;1.05;0.73
108;0.48;0.75;0.60;1.05;0.72
109;0.46;0.73;0.58;1.05;0.71
110;0.44;0.71;0.57;1.05;0.69
111;0.43;0.72;0.55;1.05;0.69
112;0.41;0.72;0.54;1.05;0.68
113;0.39;0.73;0.52;1.06;0.68
114;0.37;0.73;0.51;1.06;0.67
115;0.36;0.74;0.50;1.06;0.67
116;0.34;0.74;0.48;1.06;0.66
117;0.32;0.75;0.47;1.06;0.65
118;0.30;0.75;0.45;1.06;0.64
119;0.29;0.76;0.44;1.07;0.64
120;0.27;0.76;0.42;1.07;0.63
121;0.25;0.77;0.41;1.07;0.63
122;0.23;0.77;0.39;1.07;0.62
123;0.22;0.78;0.38;1.07;0.61
124;0.20;0.78;0.36;1.07;0.60
125;0.18;0.79;0.35;1.07;0.60
126;0.16;0.79;0.32;1.08;0.59
127;0.15;0.80;0.29;1.08;0.58
128;0.13;0.80;0.26;1.08;0.57
129;0.11;0.81;0.23;1.08;0.56
130;0.09;0.82;0.19;1.08;0.55
131;0.08;0.82;0.16;1.08;0.54
132;0.06;0.83;0.13;1.08;0.53
133;0.06;0.83;0.10;1.09;0.52
134;0.08;0.84;0.07;1.09;0.52
135;0.09;0.84;0.04;1.09;0.52
136;0.11;0.85;0.01;1.09;0.52
137;0.13;0.85;-0.02;1.09;0.51
138;0.15;0.86;-0.05;1.09;0.51
139;0.16;0.86;-0.09;1.09;0.51
140;0.18;0.87;-0.12;1.10;0.51
141;0.20;0.87;-0.15;1.10;0.51
142;0.21;0.88;-0.18;1.10;0.50
143;0.23;0.88;-0.21;1.10;0.50
144;0.25;0.89;-0.24;1.10;0.50
145;0.26;0.89;-0.27;1.10;0.50
146;0.28;0.90;-0.30;1.11;0.50
147;0.30;0.90;-0.33;1.11;0.50
148;0.31;0.91;-0.37;1.11;0.49
149;0.33;0.92;-0.40;1.11;0.49
150;0.35;0.92;-0.43;1.11;0.49
151;0.36;0.89;-0.44;1.11;0.48
152;0.38;0.87;-0.45;1.11;0.48
153;0.40;0.84;-0.47;1.12;0.47
154;0.41;0.82;-0.48;1.12;0.47
155;0.43;0.79;-0.49;1.12;0.46
156;0.45;0.76;-0.51;1.12;0.46
157;0.47;0.74;-0.52;1.12;0.45
158;0.48;0.71;-0.53;1.12;0.45
159;0.50;0.68;-0.55;1.12;0.44
160;0.52;0.66;-0.56;1.13;0.44
161;0.53;0.63;-0.57;1.13;0.43
162;0.55;0.60;-0.59;1.13;0.42
163;0.57;0.58;-0.60;1.13;0.42
164;0.58;0.55;-0.61;1.13;0.41
165;0.60;0.53;-0.63;1.13;0.41
166;0.62;0.50;-0.64;1.14;0.41
167;0.63;0.47;-0.65;1.14;0.40
168;0.65;0.45;-0.67;1.14;0.39
169;0.67;0.42;-0.68;1.14;0.39
170;0.68;0.39;-0.69;1.14;0.38
171;0.70;0.37;-0.71;1.14;0.38
172;0.72;0.34;-0.72;1.14;0.37
173;0.74;0.32;-0.73;1.15;0.37
174;0.75;0.29;-0.74;1.15;0.36
175;0.77;0.26;-0.76;1.15;0.36
176;0.79;0.24;-0.72;1.15;0.37
177;0.80;0.21;-0.69;1.15;0.37
178;0.82;0.18;-0.66;1.15;0.37
179;0.83;0.16;-0.62;1.15;0.38
180;0.80;0.13;-0.59;1.16;0.38
181;0.78;0.11;-0.55;1.16;0.38
182;0.75;0.08;-0.52;1.16;0.37
183;0.72;0.05;-0.49;1.16;0.36
184;0.69;0.03;-0.45;1.16;0.36
185;0.66;0.00;-0.42;1.16;0.35
186;0.64;-0.03;-0.39;1.16;0.35
187;0.61;-0.05;-0.35;1.17;0.35
188;0.58;-0.08;-0.32;1.17;0.34
189;0.55;-0.11;-0.28;1.17;0.33
190;0.52;-0.13;-0.25;1.17;0.33
191;0.50;-0.14;-0.22;1.17;0.33
192;0.47;-0.14;-0.18;1.17;0.33
193;0.44;-0.15;-0.15;1.18;0.33
194;0.41;-0.15;-0.11;1.18;0.33
195;0.38;-0.16;-0.08;1.18;0.33
196;0.36;-0.17;-0.05;1.18;0.33
197;0.33;-0.17;-0.01;1.18;0.33
198;0.30;-0.18;0.02;1.18;0.33
199;0.27;-0.18;0.05;1.18;0.33
200;0.24;-0.19;0.09;1.19;0.33
201;0.22;-0.19;0.10;1.17;0.33
202;0.19;-0.20;0.11;1.15;0.31
203;0.16;-0.21;0.13;1.14;0.31
204;0.13;-0.21;0.14;1.12;0.30
205;0.10;-0.22;0.15;1.11;0.29
206;0.07;-0.22;0.16;1.09;0.28
207;0.05;-0.23;0.18;1.08;0.27
208;0.02;-0.24;0.19;1.06;0.26
209;-0.01;-0.24;0.20;1.05;0.25
210;-0.04;-0.25;0.22;1.03;0.24
211;-0.07;-0.25;0.23;1.02;0.23
212;-0.09;-0.26;0.24;1.00;0.22
213;-0.12;-0.26;0.25;0.99;0.22
214;-0.15;-0.27;0.27;0.97;0.21
215;-0.18;-0.28;0.28;0.96;0.20
216;-0.21;-0.28;0.29;0.94;0.19
217;-0.23;-0.29;0.31;0.93;0.18
218;-0.26;-0.29;0.32;0.91;0.17
219;-0.29;-0.30;0.33;0.89;0.16
220;-0.32;-0.30;0.34;0.88;0.15
221;-0.35;-0.31;0.36;0.86;0.14
222;-0.37;-0.32;0.37;0.85;0.13
223;-0.40;-0.32;0.38;0.83;0.12
224;-0.43;-0.33;0.39;0.82;0.11
225;-0.46;-0.33;0.41;0.80;0.11
226;-0.46;-0.34;0.38;0.79;0.09
227;-0.45;-0.34;0.36;0.77;0.09
228;-0.43;-0.35;0.33;0.76;0.08
229;-0.42;-0.36;0.31;0.74;0.07
230;-0.40;-0.36;0.29;0.73;0.07
231;-0.39;-0.37;0.26;0.71;0.05
232;-0.37;-0.37;0.24;0.70;0.05
233;-0.35;-0.38;0.21;0.68;0.04
234;-0.34;-0.38;0.19;0.67;0.04
235;-0.32;-0.39;0.16;0.65;0.03
236;-0.31;-0.40;0.14;0.63;0.02
237;-0.29;-0.40;0.12;0.62;0.01
238;-0.28;-0.41;0.09;0.60;0.00
239;-0.26;-0.41;0.07;0.59;0.00
240;-0.24;-0.42;0.04;0.57;-0.01
241;-0.23;-0.42;0.02;0.56;-0.02
242;-0.21;-0.43;0.00;0.54;-0.02
243;-0.20;-0.44;-0.03;0.53;-0.03
244;-0.18;-0.44;-0.05;0.51;-0.04
245;-0.17;-0.45;-0.08;0.50;-0.05
246;-0.15;-0.45;-0.10;0.48;-0.05
247;-0.13;-0.46;-0.13;0.47;-0.06
248;-0.12;-0.46;-0.15;0.45;-0.07
249;-0.10;-0.47;-0.17;0.44;-0.07
250;-0.09;-0.48;-0.20;0.42;-0.09
251;-0.07;-0.48;-0.24;0.40;-0.10
252;-0.06;-0.49;-0.28;0.39;-0.11
253;-0.04;-0.49;-0.32;0.37;-0.12
254;-0.02;-0.50;-0.36;0.36;-0.13
255;-0.01;-0.50;-0.41;0.34;-0.14
256;0.01;-0.51;-0.45;0.33;-0.15
257;0.02;-0.52;-0.49;0.31;-0.17
258;0.04;-0.52;-0.53;0.30;-0.18
259;0.05;-0.53;-0.57;0.28;-0.19
260;0.07;-0.53;-0.61;0.27;-0.20
261;0.09;-0.54;-0.65;0.25;-0.21
262;0.10;-0.55;-0.69;0.24;-0.22
263;0.12;-0.55;-0.73;0.22;-0.23
264;0.13;-0.56;-0.78;0.21;-0.25
265;0.15;-0.56;-0.82;0.19;-0.26
266;0.16;-0.57;-0.86;0.18;-0.27
267;0.18;-0.57;-0.90;0.16;-0.28
268;0.20;-0.58;-0.94;0.14;-0.29
269;0.21;-0.59;-0.98;0.13;-0.31
270;0.23;-0.59;-1.02;0.11;-0.32
271;0.24;-0.60;-1.06;0.10;-0.33
272;0.26;-0.60;-1.11;0.08;-0.34
273;0.26;-0.61;-1.15;0.07;-0.36
274;0.27;-0.61;-1.19;0.05;-0.37
275;0.27;-0.62;-1.23;0.04;-0.38
276;0.28;-0.63;-1.23;0.02;-0.39
277;0.28;-0.63;-1.23;0.01;-0.39
278;0.29;-0.64;-1.22;-0.01;-0.39
279;0.29;-0.64;-1.22;-0.02;-0.40
280;0.30;-0.65;-1.22;-0.04;-0.40
281;0.30;-0.65;-1.22;-0.05;-0.40
282;0.31;-0.66;-1.22;-0.07;-0.41
283;0.31;-0.67;-1.21;-0.09;-0.41
284;0.31;-0.67;-1.21;-0.10;-0.42
285;0.32;-0.68;-1.21;-0.12;-0.42
286;0.32;-0.68;-1.21;-0.13;-0.42
287;0.33;-0.69;-1.21;-0.15;-0.43
288;0.33;-0.69;-1.20;-0.16;-0.43
289;0.34;-0.70;-1.20;-0.18;-0.43
290;0.34;-0.71;-1.20;-0.19;-0.44
291;0.35;-0.71;-1.20;-0.21;-0.44
292;0.35;-0.72;-1.20;-0.22;-0.45
293;0.36;-0.72;-1.19;-0.24;-0.45
294;0.36;-0.73;-1.19;-0.25;-0.45
295;0.37;-0.73;-1.19;-0.27;-0.45
296;0.37;-0.74;-1.19;-0.28;-0.46
297;0.37;-0.75;-1.19;-0.30;-0.47
298;0.38;-0.75;-1.18;-0.31;-0.46
299;0.38;-0.76;-1.18;-0.33;-0.47
300;0.39;-0.76;-1.18;-0.35;-0.47
301;0.39;-0.76;-1.15;-0.35;-0.47
302;0.40;-0.76;-1.12;-0.36;-0.46
303;0.40;-0.76;-1.10;-0.37;-0.46
304;0.41;-0.76;-1.07;-0.37;-0.45
305;0.41;-0.76;-1.04;-0.38;-0.44
306;0.42;-0.76;-1.01;-0.39;-0.43
307;0.42;-0.75;-0.98;-0.39;-0.42
308;0.43;-0.75;-0.95;-0.40;-0.42
309;0.43;-0.75;-0.93;-0.41;-0.41
310;0.43;-0.75;-0.90;-0.41;-0.41
311;0.44;-0.75;-0.87;-0.42;-0.40
312;0.44;-0.75;-0.84;-0.43;-0.39
313;0.45;-0.75;-0.81;-0.43;-0.38
314;0.45;-0.75;-0.78;-0.44;-0.38
315;0.46;-0.74;-0.76;-0.44;-0.37
316;0.46;-0.74;-0.73;-0.45;-0.36
317;0.47;-0.74;-0.70;-0.46;-0.36
318;0.47;-0.74;-0.67;-0.46;-0.35
319;0.46;-0.74;-0.64;-0.47;-0.35
320;0.39;-0.74;-0.61;-0.48;-0.36
321;0.33;-0.74;-0.59;-0.48;-0.37
322;0.27;-0.74;-0.56;-0.49;-0.38
323;0.20;-0.73;-0.53;-0.50;-0.39
324;0.14;-0.73;-0.50;-0.50;-0.40
325;0.08;-0.73;-0.47;-0.51;-0.41
326;0.01;-0.73;-0.48;-0.52;-0.43
327;-0.05;-0.73;-0.48;-0.52;-0.44
328;-0.11;-0.73;-0.48;-0.53;-0.46
329;-0.18;-0.73;-0.48;-0.54;-0.48
330;-0.24;-0.72;-0.49;-0.54;-0.50
331;-0.30;-0.72;-0.49;-0.55;-0.51
332;-0.37;-0.72;-0.49;-0.56;-0.53
333;-0.43;-0.72;-0.49;-0.56;-0.55
334;-0.49;-0.72;-0.50;-0.57;-0.57
335;-0.56;-0.72;-0.50;-0.58;-0.59
336;-0.62;-0.72;-0.50;-0.58;-0.60
337;-0.69;-0.72;-0.50;-0.59;-0.62
338;-0.75;-0.71;-0.51;-0.60;-0.64
339;-0.81;-0.71;-0.51;-0.60;-0.66
340;-0.88;-0.71;-0.51;-0.61;-0.68
341;-0.94;-0.71;-0.51;-0.62;-0.69
342;-1.00;-0.71;-0.52;-0.62;-0.71
343;-1.07;-0.71;-0.52;-0.63;-0.73
344;-1.13;-0.71;-0.52;-0.64;-0.75
345;-1.19;-0.71;-0.52;-0.64;-0.76
346;-1.26;-0.70;-0.53;-0.65;-0.78
347;-1.32;-0.70;-0.53;-0.66;-0.80
348;-1.38;-0.70;-0.53;-0.66;-0.82
349;-1.45;-0.70;-0.53;-0.67;-0.84
350;-1.51;-0.70;-0.54;-0.68;-0.86
351;-1.57;-0.70;-0.54;-0.68;-0.87
352;-1.64;-0.70;-0.55;-0.69;-0.89
353;-1.70;-0.70;-0.55;-0.70;-0.91
354;-1.76;-0.69;-0.55;-0.70;-0.92
355;-1.83;-0.69;-0.56;-0.71;-0.95
356;-1.89;-0.69;-0.56;-0.72;-0.96
357;-1.95;-0.69;-0.57;-0.72;-0.98
358;-2.02;-0.69;-0.57;-0.73;-1.00
359;-2.08;-0.69;-0.58;-0.74;-1.02
360;-2.14;-0.69;-0.58;-0.74;-1.04
361;-2.21;-0.69;-0.59;-0.75;-1.06
362;-2.27;-0.68;-0.59;-0.76;-1.07
363;-2.33;-0.68;-0.60;-0.76;-1.09
364;-2.40;-0.68;-0.60;-0.77;-1.11
365;-2.46;-0.68;-0.60;-0.78;-1.13
366;-2.40;-0.68;-0.61;-0.78;-1.12
367;-2.32;-0.68;-0.61;-0.79;-1.10
368;-2.23;-0.68;-0.62;-0.80;-1.08
369;-2.15;-0.68;-0.62;-0.80;-1.06
370;-2.06;-0.67;-0.63;-0.81;-1.04
371;-1.98;-0.67;-0.63;-0.82;-1.02
372;-1.90;-0.67;-0.64;-0.82;-1.01
373;-1.81;-0.67;-0.64;-0.83;-0.99
374;-1.73;-0.67;-0.65;-0.84;-0.97
375;-1.64;-0.67;-0.65;-0.84;-0.95
376;-1.56;-0.67;-0.63;-0.85;-0.93
377;-1.47;-0.66;-0.62;-0.86;-0.90
378;-1.39;-0.66;-0.60;-0.86;-0.88
379;-1.30;-0.66;-0.59;-0.87;-0.85
380;-1.22;-0.66;-0.57;-0.88;-0.83
381;-1.13;-0.66;-0.55;-0.88;-0.80
382;-1.05;-0.66;-0.54;-0.89;-0.78
383;-0.96;-0.66;-0.52;-0.90;-0.76
384;-0.88;-0.66;-0.50;-0.90;-0.73
385;-0.79;-0.65;-0.49;-0.91;-0.71
386;-0.71;-0.65;-0.47;-0.92;-0.69
387;-0.62;-0.65;-0.46;-0.92;-0.66
388;-0.54;-0.65;-0.44;-0.93;-0.64
389;-0.45;-0.65;-0.42;-0.94;-0.61
390;-0.37;-0.65;-0.41;-0.94;-0.59
391;-0.28;-0.65;-0.39;-0.95;-0.57
392;-0.20;-0.65;-0.38;-0.96;-0.55
393;-0.12;-0.64;-0.36;-0.96;-0.52
394;-0.03;-0.64;-0.34;-0.97;-0.49
395;0.05;-0.64;-0.33;-0.98;-0.47
396;0.14;-0.64;-0.31;-0.98;-0.45
397;0.22;-0.64;-0.30;-0.99;-0.43
398;0.31;-0.64;-0.28;-1.00;-0.40
399;0.39;-0.64;-0.26;-1.00;-0.38
400;0.48;-0.64;-0.25;-1.01;-0.35
401;0.56;-0.63;-0.24;-1.01;-0.33
402;0.65;-0.63;-0.24;-1.01;-0.31
403;0.73;-0.63;-0.24;-1.02;-0.29
404;0.82;-0.63;-0.24;-1.02;-0.27
405;0.90;-0.63;-0.23;-1.02;-0.24
406;0.99;-0.63;-0.23;-1.02;-0.22
407;1.07;-0.63;-0.23;-1.02;-0.20
408;1.16;-0.63;-0.22;-1.03;-0.18
409;1.24;-0.62;-0.22;-1.03;-0.16
410;1.33;-0.62;-0.22;-1.03;-0.13
411;1.41;-0.62;-0.22;-1.03;-0.11
412;1.47;-0.62;-0.21;-1.03;-0.10
413;1.43;-0.62;-0.21;-1.03;-0.11
414;1.39;-0.62;-0.21;-1.04;-0.12
415;1.35;-0.62;-0.20;-1.04;-0.13
416;1.31;-0.62;-0.20;-1.04;-0.14
417;1.27;-0.61;-0.20;-1.04;-0.14
418;1.23;-0.61;-0.20;-1.04;-0.15
419;1.19;-0.61;-0.19;-1.05;-0.16
420;1.16;-0.61;-0.19;-1.05;-0.17
421;1.12;-0.61;-0.19;-1.05;-0.18
422;1.08;-0.61;-0.19;-1.05;-0.19
423;1.04;-0.61;-0.18;-1.05;-0.20
424;1.00;-0.60;-0.18;-1.05;-0.21
425;0.96;-0.60;-0.18;-1.06;-0.22
426;0.92;-0.60;-0.18;-1.06;-0.23
427;0.88;-0.60;-0.19;-1.06;-0.24
428;0.84;-0.60;-0.20;-1.06;-0.25
429;0.80;-0.60;-0.21;-1.06;-0.27
430;0.76;-0.60;-0.22;-1.07;-0.28
431;0.72;-0.60;-0.22;-1.07;-0.29
432;0.68;-0.59;-0.23;-1.07;-0.30
433;0.64;-0.59;-0.24;-1.07;-0.31
434;0.60;-0.59;-0.25;-1.07;-0.33
435;0.57;-0.59;-0.25;-1.08;-0.34
436;0.53;-0.59;-0.26;-1.08;-0.35
437;0.49;-0.59;-0.27;-1.08;-0.36
438;0.45;-0.59;-0.28;-1.08;-0.37
439;0.41;-0.59;-0.29;-1.08;-0.39
440;0.37;-0.58;-0.29;-1.08;-0.39
441;0.33;-0.58;-0.30;-1.09;-0.41
442;0.29;-0.58;-0.31;-1.09;-0.42
443;0.25;-0.58;-0.32;-1.09;-0.43
444;0.21;-0.58;-0.32;-1.09;-0.44
445;0.17;-0.58;-0.33;-1.09;-0.46
446;0.13;-0.58;-0.34;-1.10;-0.47
447;0.09;-0.58;-0.35;-1.10;-0.48
448;0.05;-0.57;-0.36;-1.10;-0.49
449;0.01;-0.57;-0.36;-1.10;-0.50
450;-0.03;-0.57;-0.37;-1.10;-0.52
451;-0.06;-0.57;-0.38;-1.11;-0.53
452;-0.10;-0.57;-0.39;-1.11;-0.54
453;-0.14;-0.57;-0.41;-1.11;-0.56
454;-0.18;-0.57;-0.42;-1.11;-0.57
455;-0.22;-0.57;-0.43;-1.11;-0.58
456;-0.26;-0.56;-0.44;-1.11;-0.59
457;-0.30;-0.56;-0.45;-1.12;-0.61
458;-0.34;-0.56;-0.47;-1.12;-0.62
459;-0.38;-0.56;-0.48;-1.12;-0.63
460;-0.43;-0.56;-0.49;-1.12;-0.65
461;-0.48;-0.56;-0.50;-1.12;-0.66
462;-0.53;-0.56;-0.51;-1.13;-0.68
463;-0.58;-0.56;-0.53;-1.13;-0.70
464;-0.63;-0.55;-0.54;-1.13;-0.71
465;-0.68;-0.55;-0.55;-1.13;-0.73
466;-0.73;-0.55;-0.56;-1.13;-0.74
467;-0.77;-0.55;-0.57;-1.13;-0.75
468;-0.82;-0.55;-0.59;-1.14;-0.77
469;-0.87;-0.55;-0.60;-1.14;-0.79
470;-0.92;-0.55;-0.61;-1.14;-0.80
471;-0.97;-0.55;-0.62;-1.14;-0.82
472;-1.02;-0.54;-0.63;-1.14;-0.83
473;-1.07;-0.54;-0.65;-1.15;-0.85
474;-1.12;-0.54;-0.66;-1.15;-0.87
475;-1.16;-0.54;-0.67;-1.15;-0.88
476;-1.21;-0.54;-0.68;-1.15;-0.89
477;-1.26;-0.54;-0.69;-1.15;-0.91
478;-1.31;-0.54;-0.70;-1.16;-0.93
479;-1.36;-0.53;-0.72;-1.16;-0.94
480;-1.41;-0.53;-0.73;-1.16;-0.96
481;-1.46;-0.53;-0.74;-1.16;-0.97
482;-1.51;-0.53;-0.75;-1.16;-0.99
483;-1.55;-0.53;-0.76;-1.16;-1.00
484;-1.60;-0.53;-0.77;-1.17;-1.02
485;-1.65;-0.53;-0.78;-1.17;-1.03
486;-1.70;-0.53;-0.80;-1.17;-1.05
487;-1.75;-0.52;-0.81;-1.17;-1.06
488;-1.80;-0.52;-0.82;-1.17;-1.08
489;-1.85;-0.52;-0.83;-1.18;-1.09
490;-1.89;-0.52;-0.84;-1.18;-1.11
491;-1.94;-0.52;-0.85;-1.18;-1.12
492;-1.99;-0.52;-0.86;-1.18;-1.14
493;-2.04;-0.52;-0.88;-1.18;-1.15
494;-2.09;-0.52;-0.89;-1.19;-1.17
495;-2.14;-0.51;-0.90;-1.19;-1.18
496;-2.19;-0.51;-0.91;-1.19;-1.20
497;-2.24;-0.51;-0.92;-1.19;-1.21
498;-2.28;-0.51;-0.93;-1.19;-1.23
499;-2.33;-0.51;-0.94;-1.19;-1.24
